,Content,Result,type
351,"Payment was made XXXX XXXX, 2015 on Bank of America Action > Mortgage account # XXXX in the amount of {$2100.00} ( for a regular payment due of {$2000.00} + an additional principal payment of {$150.00} ), well within the 16 day grace period where a late fee is not charged. That payment cleared my checking account with XXXX XXXX XXXX XXXX XXXX on XXXX XXXX. 

However, reviewing my Bank of America Action > Mortgage statement for Bank of America Action > Mortgage account # XXXX, my {$2100.00} payment is noted as "" {$2000.00} payment posted '', a {$51.00} late fee was charged, and the additional principal of {$150.00} was not noted. Why was I charged a late fee when my payment, for more than the regular monthly payment was made well within the grace period? 

This appears to be more of the same bad behavior Bank of America has become well known for, settling more than XXXX class action lawsuit, paying a huge penalty to settle each lawsuit. Please see the attachment showing the XXXX XXXX, 2015 {$2100.00} withdrawal from my checking account with XXXX XXXX XXXX XXXX XXXX "" Bank of America/TYPE : Action > Mortgage Co ; Bank of America ''.",Action > Mortgage,
352,"I had a Action > Mortgage service transfer from XXXX XXXX on XXXX I sent the quoted pay-off of {$8900.00} with a personal check. 
the company representative claims that it is not possible. 
The original loan terms does not require this. 
The company claims that the terms of the service transfer has not changed. 
This seems to be a untrue claim as a identical loan was paid off to XXXX XXXX with a personal check this last XXXX. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX act number XXXX",Action > Mortgage,
353,"I am {$100000.00} in debt with navient. My monthly payments ( interest only ) would make it impossible to live. They have reduced it by half but only because I am looking to file for undue hardship ( I meet all the requirements for the three tests ) this new amount is still to much, as I have XXXX in federal loans as well, I intend to pay these loans because they make it so that I can make affordable payments. I have heard it is near impossible to file undue hardship and win with private loans. I would like to go back to school, have a career in XXXX, own a home etc. If I default on these loans these things will never happen. When I was able to make payments ( with XXXX ) they would try to say my payments were late even though it was set up for automagic withdrawl. I had bank statements showing they took the money but they still argued with me until I threatened legal action. A few years prior a customer service rep told me "" people like you do n't deserve to have a life. ''",Action > Student loan,
354,I got a copy of my credit report an learned that a collection agency has the same debt listed on it XXXX with different account numbers and different amounts and more than what I actually owe the creditor I did business with. The debt is for an old utility account I that closed and I did not get in the final bill in the mail because I moved. I called the collection agency and they said they would investigate my concern about them listing the same bill twice and get back to me however they never did. I went to the utility company for the original bill and paid it in full and I want the collection agency to correct their reporting on all XXXX of my credit reports.,Action > Credit reporting,
355,"Six times since XXXX XXXX, 2016, I have received reports from XXXX that there have been Hard credit inquiries on my credit report that were made without my knowledge or authorization. Each time, I have spent many hours on the telephone with XXXX, Capitol One, XXXX, XXXX, and XXXX. I do not have the energy to fight this any longer. Inquiries that are still on my credit are as follows. 
1. XXXX XXXX, Capitol One Bank USA NA. 
2. XXXX XXXX, Capitol One NA. 
3. XXXX XXXX, Capitol One. 
4. XXXX XXXX, Capitol One. 
5. XXXX XXXX, CBNA. 
6. XXXX XXXX, CBNA. 
There has also been an attempt to open a checking account in my name and with my SSN at XXXX XXXX XXXX a few months back. 
Please help me remove these inquiries from my report with the XXXX credit reporting agencies. None of the XXXX agencies seem to care that these bogus inquiries remain on my report.",Action > Credit card,
356,Debt was paid through my insurance and the balance with my debit card. The original creditor did not inform me thst i had a balance because i used my insurance for medical visits..so now i have various collections for small amounts..dropping my score tremendously i paid the balance anyway..and assured me that they will not report it to the credit bureau..i was lied to and comoletely mislead..please help!!,Action > Debt collection,
357,"On XX/XX/2017, I called American Express to remove me from their mail marketing lists. This was in response to being deluged with the same offer in three different envelopes on the same day. 

I had previously called American Express awhile back regarding this very issue and was told I 'd be taken off their mailing lists, but it appears that this was n't respected. So I was forced to call again. And I now feel like I 'm being harassed, and I 'm submitting a complaint to the CFPB because I 'd like to ensure my request to be removed from Amex 's mail marketing lists is honored. 

Thank you.",Action > Credit card,
358,There are XXXX accounts on my report that have passed the reporting time limit. The accounts are XXXX BANK Account no. XXXX and Account XXXX ... .. Charged Off. These accounts have been deleted off my XXXX and XXXX reports. I have contacted Experian by mail asking for these accounts to be deleted and they have n't. They would n't allow me to file a dispute case online indicating these items have disputed before.,Action > Credit reporting,
359,"I only first learned of this debt of XX/XX/XXXX when I was notified this collection hit my credit report. I immediately sent a certified letter requesting verification of the debt and information on it as I had never heard of Contract Callers   before. I followed up with a phone call the following day in which I disputed the debt once again and requested verification of the debt. Especially as it was being reported as a new debt with a date of XX/XX/XXXX, when in fact I learned after speaking with them the original date of delinquency for this account with the city of XXXX was close to 8 years prior. Furthermore, at the time I did not live in XXXX, nor did I have an active account with the city of XXXX. Even worse, years after this debt was past due I opened a new account with the city of XXXX without any trouble or notice from them at all. At this time were given my most current address, to which I have yet to receive a single shred of notification or verification of this debt. 

Even worse, Contract Callers has repeatedly violated the FCRA by continually reporting and flagging this account as a collection on my credit reports. Not only have they reported the same debt more than once, they have failed to include that the debt is under dispute or provide me with any notice of my rights, notice or verification of this supposed debt.",Action > Debt collection,
360,"I used Discover Action > Student loans to take out a bar loan to sign-up for a bar prep course. I have been making monthly, on-time payments on the loan for over 2 years. The balance of the loan has actually gone up rather than going down, as one would suppose would happen. After researching the issue, I realized that Discover 's minimum payment amount was broken down in such a way as to ensure that the interest will always be XXXX times higher than the principal - high enough to ensure that the balance of the loan remained the same or slightly ticked up through the duration of the "" repayment '', thus ensuring that the loan would never be paid off by simply applying minimum payments. All of this means that at 7 % interest, if one were to pay off the loan by making double monthly payments, that I would pay double the amount of the loan, and that Discover would make a 100 % profit on a loan that is at 7 %. 

This practice is beyond the pale of decency and is incredibly unethical. These are effectively usury loan terms and your agency needs to become involved in making sure that individuals who are simply trying to better themselves and do n't have parents or others to contribute to their education are not left "" holding the bag '' because financial services companies are allowed to exploit their dominant market positions. 

I would be more than happy to discuss my case with a member of your agency. 

Thank you, XXXX XXXX Tel. XXXX",Action > Student loan,
361,I have sent this information to Equifax too many times to count they are out of time I do n't want an investigation opened I want this account removed as the letter states it not far that I must wait and wait and wait why they do nothing but call and give them my info SS # and address to verify I have an account I am request a final time the that this account with santandr is removed from my credit report they are giving my information away in order verify an account that should be removed I had a inde independent arbitrator on the phone the last time we talked Equifax in not doing things right or legal,Action > Credit reporting,
362,"I received a response from a prior complaint. However, it is not adequate.  AES  has offered options for repayment that are n't feasible. For instance, the  XXXX   XXXX  has a monthly payment of {$560.00} per month. The only option they have made available would lower the monthly payment to {$480.00} per month for a short period, then increase the plan back to {$560.00}. This is not a helpful solution, especially in the short term. Moreover, they have already offered this several times when I 've asked for assistance ; each time, I 've told them how this reduction was not going to be of any help. The  XXXX  loan is more reasonable -- I have submitted the application for a Long Term Loan Modification, and if that is approved, that 's a fantastic option and I would have no further issues with those loans. But I can not continue to pay {$1000.00} a month in private Action > Student loans -- this literally leaves zero room for error. I can not afford health insurance, I can not save for a rainy day -- I have  zero  extra income for ordinary or unanticipated expenses that  may  arise. Since I 'm current on the payments, they wo n't work with me. It seems absurd to be punished for making payments on time, and to only be eligible to work out a different arrangement if I stop making payments and destroy my credit -- as well as that of my cosigner.",Action > Student loan,
363,"Midland Credit Management called me three times at my workplace on XXXX XXXX, 2017 after being told during the first phone call that I 'm unallowed to take calls at  work. The second phone call, they spoke to a co-worker and left a message. The coworker told them not to call the job. And then he called a final time, requesting to speak to me and spoke to the coworker that repeated not to call. He said he was an account manager and needed to speak to me regarding my debt, and he kept harassing my coworker. She simply hung up. This was all within less than an hour and a half.",Action > Debt collection,
364,"Trans Union had a glitch in their system that violated the rights of their consumers in der section 6.11.As a result, I have been gravely affected by this with my score suffering as a result of the glitch. No notice was given which is a violation and I am requesting that All inquiries listed be removed. 
XXXX",Action > Credit reporting,
365,"Sent me a letter ( attached ) stating they will removed from credit, reports, still on my credit reports.This is not me, request validation this company could not provide",Action > Debt collection,
366,"hi, there is a account from XXXX Action > Credit card company on my credit report that is about XXXX years old. this card is reporting on my credit report as still open and im over the limit. the info they are reporting is completely false. i do n't even remember having this Action > Credit card. please help me find out whats going on",Action > Credit card,
367,"Account number : XXXX I was shocked when I reviewed my credit report and found late payment on the dates below : 30 days past due XX/XX/2013 I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that my monthly statement did not get to me or the payments were misapplied. I do ask in light of the good standing relationship we have that you remove these lates from my credit report. I do not believe it is accurate and would rather not have to spend more time than necessary for both of us to resolve this situation.",Action > Consumer Loan,
368,"I contacted Clarity Services to dispute information on my credit reports. I have over XXXX inquiries on my credit reports, many of them from companies inquiring about my credit. Clarity Services has sold my information to loan companies and banks that I never inquired about. I recently went into the bank to pay my daughters tuition and was rejected for a savings account. This stems from illegal, false, and bad reporting from Clarity Services, just to name a few. I would like Clarity Services, Inc to remove all of the negative reports sold to loan companies, banks, etc. I want no relationship with this agency. They were already sued for this same issue and now I see why. This company has to sell lies to companies to make profits and mess up peoples lives. I have a great job and I own my home. I have no reason to have XXXX inquiries on my credit profile and negative reports from a company that is in violation of my rights. I would like you to investigate this company and have them provide verification of all the false reporting and accusations held against me. I have already hired a lawyer. Please help me and possibly others. I 'm sure I wo n't be the last to report this illegal behavior.",Action > Credit reporting,
369,"I became total and permanently XXXX after graduating from college. Now, I have no source of income, other then what I get from XXXX. I attempted to have my loans discharged by said loan company and was denied. I am unable to make payments on my loans because I am unable to work. The only sensible course of action would be a discharge of said loans. It is unreasonable to penalize a person who can not make payments. If my loans are not discharged I will face default and eventual Action > Debt collection agencies. Therefore, I challenge the legitimacy of a company that employs such methods.",Action > Student loan,
370,"I received a collection notice from RMS stating I owe $XXXX from XXXX however when I submitted a complaint to the XXXX and I was advised in writting I should disregard the bill that was issued, and in fact I was to receive a refund. Instead of the refund, I receieved a collection notice. I am attaching both the collection notice and the letter XXXX sent to the XXXX.",Action > Debt collection,
371,"I switched from XXXX XXXX XXXX to the parent company XXXX. The agent handled the transaction and because I was n't given a cancellation form to sign I somehow then owed and addition {$55.00}. I contacted the ins. agent in response the the threat of collection by XXXX XXXX and they worked to resolve the matter and I was told that it was taken care of by XXXX agents and I signed the needed doc. I have all the documentation to prove this email interaction. I was contacted tonight at about XXXX XX/XX/XXXX by Lamont, Hanley and Associates Collection agency ( 3 weeks after resolving the matter with XXXX XXXX ) and was told I owe the debt. I explained and asked them not to report to the credit bureau until I attempt to resolve this and they told me that is n't their problem, did n't give me an account reference number and hung up abruptly. I tried to call back twice and was unable to pass through the automated system with the reference number. I went to their website and was unable again. I have sent both XXXX XXXX and Lamont Hanley emails through their sites notifying them of the situation and not to report. I was contacted in the evening by Lamont Hanley, it is also a holiday evening, I denied being given the info I needed about the debt, they were unreasonable in resolution and rude, I was hung up on.",Action > Debt collection,
372,On XXXX received Notice of Levy from Bank XXXX XXXX and they removed all monies from my bank accounts. {$2400.00} and {$7700.00}. On XXXX they removed another {$1100.00}. I am unable to pay rent or even eat.,Action > Debt collection,
373,"This company calls 6-8 times a day to collect on a debt and when I call and complain that they are changing the terms and conditions of the loan agreement, I am being told the grace period they offered was just a courtesy.",Action > Debt collection,
374,I have obtained Lowe 's Action > Credit card : XXXX First statement was paid in full. In the second statement Lowe 's charged undelivered items as well as already delivered item. I believe the merchandise should be delivered before billing.,Action > Credit card,
375,"Collection company tried to collect 8 years old debt that I do know I made payments from XX/XX/XXXX to XX/XX/XXXX and since then I never recieved bill or late notice for several years. 

Also I ran credit report and the Action > Debt collection is not in credit report which I was under impression it was paid for. 

There was no communication from Debt collector or XXXX XXXX since XX/XX/XXXX until todayI think statue of limitation has passed because it is 8 year old debt and should have been written off as bad debt since I heard nothing for 8 years. Why now?",Action > Debt collection,
376,"I applied for a Action > Mortgage modification as I was unable to make the payments on a home I own. This is not my primary resident, but rather a home I rent out to others. The Action > Mortgage company did offer me a modification where I can pay {$540000.00} for the home which has been appraised at {$320000.00}. So this modification would allow me to pay over {$220000.00} more than the home is actually worth.",Action > Mortgage,
377,"I have had this phone number for about 5 months. I keep getting phone calls from United Finance. I have told them on many occasions that there is not XXXX here, but they still keep calling me. I have wrote them a letter asking them to stop calling, but I still keep getting calls.",Action > Debt collection,
378,"An inquiry was made to my credit bureau in error from XXXX XXXX XXXX services. XXXX states they notified Equifax of this error and asked Equifax to remove. Equifax has not removed the inquiry. I disputed and was advised to contact XXXX. I have a letter from XXXX but Equifax will not accept the letter nor remove the inquiry. A consumer can attach paperwork to disputes for anything other than inquires or demographic information. There is also an address in XXXX SC on my credit report. I have not lived at this address, as its my mother in laws address.",Action > Credit reporting,
379,"My name XXXX, authorized agent for the XXXX XXXX account with AMERCA 'S SERVICING COMPANY act. # XXXX. I had a foreclosure case that was dismissed with prejudice under Rule 12Q for want for fraud. I rescinded my Action > Mortgage also pursuant to the Truth in Lending Act and recent US SUPREME COURT unanimous decision upholding TILA. My home was sold about a year ago. XXXX XXXX no longer owns it. This company will not stop harassing me no matter how many times I have communication with them. I have written them numerous times. They call me a minimum 5x's/day. I tell them I only do business in writing. They will not stop calling me. Please make them stop. The debt no longer exists since the Action > Mortgage was rescinded and the case was dismissed with prejudice. I do not want a loan modification.",Action > Mortgage,
380,took out a {$5000.00} cash advance on my bank account 115.00 % rate could not pay the high cost cash advances is not legal in the state of Arkansas XXXX is reporting these accounts for cash call western sky Delbert collections,Action > Debt collection,
381,"I had a past due balance from child support enforcement reporting to all XXXX agencies. This was paid in full in XX/XX/XXXX and updated on my credit reports in XX/XX/XXXX ( removed from both XXXX and XXXX ). I contacted the child support enforcement agency to confirm that they also sent updated information to Equifax and was advised that they did. I disputed the information to Equifax and advised that the balance is incorrect and the payment information was also incorrect. I attached a copy of my current account statement and requested investigation. Equifax advised that they investigated and found a past due balance and last payment information. Both are incorrect. I do n't believe they investigated at all. The past due balance that they claim was updated is exactly the same as it was when I filed the dispute. They are also reporting this account as a collection account. I have no collection or past due or arrears balance with child support and in fact, due to the way my order is structured, receive a refund for overpayment in the amount of {$25.00} every single month. Equifax is not correcting the information, and as I stated, I do n't believe that they investigated this at all, or they would not still be listing a collection account or at the very least would have corrected the past due balance. I have attached the same document I sent them.",Action > Credit reporting,
382,Exeprian refuses and and has failed to properly investigate review and responf to information provided by me and XXXX XXXX XXXX XXXX regarding wrong information being reported on their DATA BASE. PLease review letters from the XXXX XXXX XXXX XXXX which clearly indicates the Experian Failure to properly respond to their communications and my certified letters and calls and uploads.,Action > Credit reporting,
383,"I 've had multiple issues with navient. The first huge one was forbearance. I was laid off an starting a new job soon but I just did n't have enough money to pay one month on my Action > Student loan. I called them to try and work something out but they told me all they could do was put me in forbearance but it had to be for 3-6 months! I could pay after I started my new job, I just could n't pay that one month so why would I need to waste my limited forbearance period on months that I could pay. They gave me no real choice. The second big issue is that when I was paying through sallie mae my monthly payments were way more reasonable. When I was switched to navient they shot up in the amount I had to pay monthly.",Action > Student loan,
384,Never have been a XXXX XXXX customer. I was at ahelter during the time they provided the servive in dispute.,Action > Debt collection,
385,"The company has been refusing to properly validate a debt that has been on my credit report for a long time, and I have been damaged as a result. The company claims that I had an original account with some other party and they have been assigned the right to collect it. They need to provide proof of everything about that to me. They need to provide the original contract between them and the original creditor with a true signature and a signature of a qualified employee of that original creditor, they need to provide the full accounting, they need to provide proof of the assignment or the purchase they made from the original creditor. The right of subrogation does not exist for a stranger to the transaction. 73 AmJur 2nd, Section 90. There is no right to substitute someone or some entity that was not on an original contract. It is not allowed. I have never done business with this company and I have no idea who this company is.",Action > Debt collection,
386,I have a private loan that has interest of 6 %. During the time that I am in school I am required to make payments on the interest that builds every month. On  XXXX   XXXX     2017 I r eceived a billing statement that said I owed  XXXX  due by  XXXX   XXXX     2017. I  paid this amount on  XXXX   XXXX     2017 wi th the understanding that this amount was the interest that I would owe for the billing period. On  XXXX   XXXX     2017 I   received a billing statement that said I owe  XXXX  due by  XXXX   XXXX     2017.  On  XXXX   XXXX     2017  I called the company. They say that the amount I paid in   XX/XX/XXXX  wa s applied to principal instead of paying off the interest. I was literally told that I should not pay my bill so early. It is to my understanding that the amount that is posted that I owe is my interest payment and will be applied only to interest unless I choose to pay more than the amount on the billing statement. I was also under the impression that it should not matter when I pay my amount due as long as I make the payment before the due date and after receiving the statement. It is specified in my original loan agreement that I will only make interest payments during the time that I am in school unless I choose to do otherwise and that the amount I will be billed for will only be the interest. The money that I am paying each month is not going towards my interest and I am being forced to pay more each month because I am paying my bill before the exact due date. All loans were transferred by   XXXX   XXXX   XXXX   XXXX    to this  new   XXXX   XXXX  company.   Since the loans were transferred I have had nothing but problems and when trying to get them fixed you go through circles calling over and over again with no help from customer service.,Action > Student loan,
387,"( 1 ) Excess payment seems to be applied incorrectly across two loans. I have been registered for the standard excess payment allocation since graduation, XX/XX/XXXX. However, a substantial fraction of excess payment has been applied to the principal of the lower-interest rate loan for several months. Numerical context : - Autopaying $ XXXX/mo since XX/XX/XXXX. 
- Total Scheduled Monthly Payment is $ XXXX/mo. 
- One loan with period beginning XX/XX/XXXX, disbursed $ XXXX@ 5.96 % fixed, according to NSLDS student data extract ( not available from Great Lakes or from master promissory note ) Scheduled Monthly Payment is {$43.00}. 
- One loan with period beginning XX/XX/XXXX, disbursed $ XXXX@ 5.59 % fixed, according to NSLDS student data extract ( not available from Great Lakes or from master promissory note ) Scheduled Monthly Payment is {$280.00}. 

The Scheduled Monthly Payments by individual loan seem like they might be reversed. Regardless, assuming they are correct, the changes to the individual loan balances - and total account balance - do not reflect the rules for applying payments to individual loans ' Scheduled Monthly Payments first, then excess to the loan with the highest interest rate. 

( 2 ) Servicer claims that statements prior to XX/XX/XXXX can not be provided. I have bank statements showing transactions paid out to loan servicer monthly in XX/XX/XXXX - XX/XX/XXXX and every month after. Having these statements will be important for verifying that early payments were applied correctly. 

Actions taken : * Set up spreadsheet model of monthly payments to trace calculation in statements provided online by Great Lakes. Confirmed monthly interest figures within a few dollars ( possibly related to date alignment ), but totally unable to reproduce reported changes to statement balances resulting from excess payments using loan terms, including master promissory note and my NSLDS student data records. 
* Contacted Great Lakes call center to inquire about ( 2 ) and ( 1 ). Initial representative was unable to explain ( 1 ) and admitted he had no idea how to justify from my records, and asserted that statements were not generated for account status before XX/XX/XXXX and therefore not retrievable. Requested to speak to supervisor. Supervisor asserted that a "" split factor '' applied to individual loans made within the account when Scheduled Monthly Payment is applied. Supervisor refused to provide "" split factor '' and insisted that it was possibly available in Master Promissory Note, but would not identify where it is derived. In fact, it is not available in Master Promissory Note. If I use the Scheduled Monthly Payment amounts for each year 's loan individually, provided in NSLDS student data record download ( MyStudentData.txt ), I still find overpayments towards the low-interest loan. 
* Contacted NSLDS by phone. Was advised that CFPB was involved in litigation against another Action > Student loan servicer for similar behavior towards borrowers repaying loans early, and recommended I contact CFPB.",Action > Student loan,
388,"TCF : I TRIED TO REFINANCE WITH TCF NUMEROUS TIMES. THEY DO N'T WANT TO REFINANCE WITH ME I THINK BECAUSE I HAVE BEEN PAYING MY Action > Mortgage ON TIME. THE RATE I HAD THEN WAS 7.5 %, WHICH WAS A Action > Mortgage OF {$920.00} A MONTH. NOW IT IS {$1000.00} A MONTH. I FEEL LIKE I 'VE BEEN TAKEN ADVANTAGE OF BECAUSE OF ME BEING IN A XXXX PROGRAM, AND THE FACT THAT I'AM A VETERAN. THEY ALSO TOLD ME THAT TCF WAS GIVING UP THEIR CONTRACT TO XXXX XXXX. THIS WAS 3 YEARS AGO. LIKE THIS WAS REALLY SUPPOSED TO MAKE A BIG DIFFERENCE. NOTHING WAS DONE ON THEIR PART. I 'VE HAD ALOT OF FINANCIAL DIFFICULTIES AND GETTING NO HELP FROM THEM ON THIS PART. WHAT CAN I DO ABOUT THIS? I 'VE HAD TO DO A BANKRUPTCY IN 2016 BECAUSE OF MY DIFFICULTIES. HELP!!!",Action > Mortgage,
389,"On XX/XX/2016 I received a letter from JPMorgan Chase Bank N.A . ( Chase ) stating that servicing of my Action > Mortgage loan will be transfer to XXXX XXXX XXXX effective XX/XX/2016. This was only a few days notice, not the 30 days as required by law.",Action > Mortgage,
390,"This be on my credit reports. It is not anything I know of. Never wrote me, just put it on my reports.",Action > Debt collection,
391,"Arizona XXXX XXXX bill paid, {$44.00} months ago!!",Action > Credit reporting,
392,"Action > Student loans serviced by AES. Was told by XXXX that loan could be deferred while in school, indefinitely : The loans were disbursed in between XX/XX/XXXX and XX/XX/XXXX, place into deferment while in school, and knocked out of school deferment while still enrolled in school in XX/XX/XXXX. Loans Placed into forbearance for one year, as I was still in school and unemployed. Credit report thus far is perfect with these loans. Loans knocked out of forbearance deferment early, ( still unemployed, in school part-time ) and I was told to place loans into Unemployment deferral for up to a year. I faxed, the first time, an application, that they processed - three months later, I am knocked out of deferment, again. I receive a letter stating my loans are late, so I call, and fax another form. And another form, And yet another form. The fax number printed on AES letterhead, which was successful for the first unemployment deferral, failed. I was told to use the second fax number listed on AES letterhead. AES, stated AES never received my faxes. Multiple faxes. One would think that, the borrower, whom AES has noted for years, would keep complying, as I did. But, n matter what I did, the loans crept closer to collections, beginning, from AES statements XXXX/XXXX/XXXX first day AES says loans were late ... until XXXX/XXXX/XXXX, the date AES reported loans were XXXX and sent to collections. Meanwhile, before XXXX/XXXX/XXXX, the loans moved closer and closer, as AES said there was nothing they could do except ask for payment, and wait until they received my faxes. On my end, other than submit payment, which financial was n't possible, AES said there was nothing I could do, other than submit, and re-submit faxes. Now, AES says, for some reason, there is XXXX final loan, which can not be saved from default. So ... and now, I am ineligible for federal loans, and will thus be unable to attend the last few semesters of the XXXX program, and ... thus, will begin the cascading fall into further private loan default, as another private loan company moves me out of in-school deferment because I can not attend school without a federal Action > Student loan, ... and you get the picture. My federal loans, will hopefully be placed into an IBR program. So far, AES loans are the only loans that moved ( less than 120 late ), "" into collections '' ( default ) status ..., All my private loans XXXX originated and disbursed from the same entity - XXXX. AES = default ... whereas other loan holder = current. Kinda strange how AES defaults loans, and the other does not ... In any case, I want to repay my loans, but, AES says it did n't receive my faxes, and could n't help me save my loans through other deferment possibilities.",Action > Student loan,
393,"Currently I have a Action > Mortgage account with Chase Bank, and I have inbond account due to loan modification. While ago, I received the escrow account analysis indicates that I have shortage of escrow account. I made XXXX scheduled payments on XX/XX/XXXX and XX/XX/XXXX with amount of {$460.00} and {$460.00} to pay off the shortage of {$920.00} before XX/XX/XXXX since my new payment will start on date. The first installment payment cleared to my bank on XX/XX/XXXX, and second payment did not clear via my personal checking account as today ( XX/XX/XXXX ). I called to Action > Mortgage Customer service hotline to speak with the representative, after talked to him about 28 minutes, he asked me to follow up with my own bank to find out why the payment did not post, I told him it did not make a sense at all since it was scheduled on chase.com and electronically fund withdraw, how did my bank know about this transaction? I asked for his supervisor, after 15 minutes wait, finally got XXXX, Senior Account Specialist to assist me, and she called online support specialist, XXXX to handle over my inquiry, 10 minutes passed, XXXX told me that she was unable to resolve the issue, and transferred my call to another online support staff while she introduced herself and me. The online support staff immediately handled my call to another online support and the last staff I started to discuss then she started to ask me XXXX security questions to be able to identify the who I am, I was transferred from one representative to other representative, and the last security question asking for "" from initial opening Action > Mortgage account with Chase XX/XX/XXXX, how much the payment you have made on XXXX Action > Mortgage payment with following XXXX options .... '' I told her that I can not remember 10 years ago Action > Mortgage payment since I have been changed so many times. If you would ask me how much monthly payment I made last two years, I can tell right away, but 10 years, who had that good memory, and I provided answer to None of above. After I answered that she said based on my answers, she was unable to provide any information regards to the outstanding payment, I asked for speaking to her manager, and I was placed on hold again, and I looked up my phone display it was XXXX minutes passed. I hanged up the phone, and the issue has not resolved by almost 1 hour phone with XXXX transferred.",Action > Mortgage,
394,"FINANCIAL DATA SYSTEMS is attempting to collect 2 fraudulent debts that do not belong to me and were opened as a result of identity theft. I have contacted this company and made them aware that this was fraud, however they continue to attempt to collect these fraudulent accounts. The partial fraudulent account numbers listed on my credit file are XXXX and XXXX. I have been a victim of identity theft and have provided a copy of my police report to XXXX XXXX and they continue to report these fraudulent accounts. These are not my accounts and I live in XXXX GA and have never lived in South Carolina. These ACCOUNTS ARE FRAUDULENT.",Action > Debt collection,
395,Excessive daily calls.,Action > Consumer Loan,
396,"I am being contacted and harassed by CFM Group in XXXX, GA re : Action > Debt collection on behalf of XXXX XXXX ( Uniform services provider ), which I do not owe. I bought a business in XXXX XXXX and had been getting uniform supplies from XXXX till XXXX XXXX, XXXX. There was no contract signed with XXXX by us. We decided to stop the services effective XXXX/XXXX/XXXX due to cost issues. A letter stating about termination of services was sent by mail to them. We did pay all the dues for services received from them. Last statement XXXX/XXXX/XXXX for {$61.00} was paid as well. They sent another invoice XXXX/XXXX/XXXX ( though no more services were received after XXXX/XXXX/XXXX ) stating that we owed them {$1300.00} ( with no explanations for charges of {$1000.00} in that statement ). Note : Weekly bills used to be around {$60.00}. They started harassing that previous owner had signed a contract and that i am responsible for it too. I tried to clarify that I have never signed a contract and thus have the right to cancel it any moment. I wrote them few letters but they never got back to me about explanation of charges. Now CFM has been contacting me with a bill which is 3 times higher the original demanded amount more than {$3000.00} claiming that these include their fees. Not only that the numbers that they provide me with on the phone ( which they claim were on the statement ) does not even match the one on my last statement sent by XXXX. The representative keeps on calling 2-3 times a day during business hours demanding for our credit card number. He does not want to provide any explanation for charges and uses very harsh and threatening language when we try to say anything about justifying the charges. He keeps on making different offers to settle it though I do not owe them anything. But his harassment continues. I request you to help me getting out of this harassment and close this matter with all due fairness.",Action > Debt collection,
397,"My mother elected to apply for an equity loan on her house, which had been paid for ( with the exception of a XXXX loan on the property ). After some family turmoil, the present debt collector named NationStar has been threatening foreclosure for awhile, but thankfully, this outcome has been forestalled. It is important to note that the original equity loan was doled out by XXXX. At this point, I have had some serious concerns with NationStar. They are a debt collector, yet claim that they are simply working with XXXX XXXX or XXXX. The customer service has been horrid as I have been informed by the SPOC ( single point of contact ) XXXX XXXX to stop calling him. Indeed, he has n't bothered to help in any way. Finally, I 'm worried and angry that after 20+ years, my mother will be foreclosed upon.",Action > Mortgage,
398,"On XX/XX/2015, I went to XXXX in order to get a loan to re-finance my car loan with GM Financial. I was assisted by member representative, XXXX XXXX, who contacted GM Financial and obtained a loan pay off amount of {$13000.00} for my Loan # XXXX. GM Financial said that the payoff was valid up to XX/XX/2015. On XX/XX/2015, XXXX send a Treasurer 's Check in that amount to GM Financial and also requested that the title of the vehicle be mailed to them immediately ( see attached ). 
On XX/XX/2015, I received a statement from GM Financial showing a {$0.00} amount due ( see attached ). 
On or about XX/XX/2015, I received a payment reminder email from GM Financial. I reply back indicating that my account was paid off XX/XX/XXXX and I also asked whether I 'd received this email in error, but I received no response ( see attached ). 
XX/XX/2015, I received a phone call from XXXX asking whether GM Financial had mailed the car title directly to me. I contacted GM Financial and they told me they had not because they were waiting for the full payment on the car. I contacted XXXX again who confirmed that they had paid off the car ( see attached ). 
I visited a XXXX branch on XX/XX/XXXX and was assisted with the assistant branch manager, XXXX XXXX ( see attached ), who contacted GM Financial herself. It was only at this time that we learned that the original payoff XX/XX/2015 was in correct and that there was still a balance of {$330.00} due on the account. 
When this became known to me, I immediately made the payment to GM Financial ; and the company sent me a satisfied pay off letter on XX/XX/2015 ( see attached ). 
I was surprised to learn though that although I had paid off the account in full on XX/XX/2015, GM reported this as being 30 days late ( see attached ). 
As a result of this delinquent reporting, my credit score has dropped significantly and I have been unable to obtain credit from any financial institutions.",Action > Consumer Loan,
